box_x,box_y,box_width,box_height,court_x,court_y,court_w,court_h,court_r,x_pos,y_pos,z_pos
0.3645119863013699,0.266837899543379,0.013270547945205479,0.015410958904109588,0.4934795327382545,0.5403163335094713,0.847163683747592,0.5616939666608697,0.12393898516893387,177.28994114036777,669.8122141681865,-256.6795641061277
0.3540239726027397,0.4026826484018265,0.010273972602739725,0.013127853881278538,0.49077391951051474,0.5401442715022118,0.8668957017872432,0.5640071363753925,0.10609184950590134,126.55886609673416,706.4827508354501,-15.172560267675976
0.48972602739726023,0.3778538812785388,0.012842465753424657,0.017123287671232876,0.4837876933894745,0.5496206414209653,0.8676740567978114,0.5818543107542273,0.12440543621778488,535.7831267147844,755.06009148658,-140.6400714134204
0.6380565068493151,0.5496575342465754,0.014982876712328766,0.02054794520547945,0.4761922653407267,0.5485330520699557,0.8546751884564961,0.5787260151344892,0.13637486100196838,958.6761025833111,1081.9547156935018,-64.6570475581907
0.273972602739726,0.348458904109589,0.010273972602739725,0.014269406392694063,0.4822328645889073,0.5467315046754602,0.8605060838673213,0.5778147379557291,0.13586805760860443,-108.09457002816089,658.6299031583128,-119.53633470111538
0.48587328767123283,0.13812785388127855,0.011986301369863013,0.01598173515981735,0.48035368200850814,0.550141774356093,0.8552563811001712,0.58271827871941,0.12200456112623215,442.12599340823635,496.97029054871064,-460.27616977599104
0.1714469178082192,0.3735730593607306,0.010702054794520547,0.014269406392694063,0.4802149942476455,0.5494787834550692,0.8533380586807042,0.5791353199579944,0.1198776438832283,-77.40978972174571,1029.4348008132565,-216.1220140451734
0.4747431506849315,0.6409817351598174,0.017123287671232876,0.021689497716894976,0.4850018122424818,0.5461058943238977,0.8881471189734054,0.5814423931243757,0.10919304937124252,822.6969633826664,1441.7725873862119,-117.58435622554373
0.5370291095890412,0.3924086757990868,0.010702054794520547,0.013127853881278538,0.4823707162517391,0.5468231270846711,0.845676892424283,0.5741874659986801,0.13303810358047485,570.8960655525034,602.860688388796,-55.78582281173533
0.6367722602739726,0.3019406392694064,0.009845890410958904,0.012557077625570776,0.4801616407420537,0.5471564514996254,0.8386944810005084,0.5759779699316853,0.13653047382831573,691.1451909267871,225.02561887794673,-94.08418665909414
